Age,BMI,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Cholesterol_Level,Glucose_Level,Genetic_Risk_Score,Gender_Male,Gender_Other,Smoking_Status_Former,Smoking_Status_Never,Alcohol_Consumption_Moderate,Physical_Activity_Level_Low,Physical_Activity_Level_Moderate,Family_History_Yes,Previous_Diagnosis_Pre-disease
-0.47834608,-3.7945035,1.5721432,-0.6578204,0.7697888,-1.7014606,-0.86115396,0.16581069,0.0045795203,-3.7265003,0.6740218,-0.66858774,1.8597444,0.10882032,-0.79764247,-0.06448098
-0.89927363,-3.7044075,-2.1967463,-0.40066743,-2.1438453,-0.8156476,-1.1086037,0.07720702,0.0047630854,-3.0540156,0.51584715,-0.9445253,-0.94806623,-0.08140069,-0.85650176,0.008133946
-0.16179545,4.144171,1.290813,-0.88508314,-2.2168453,-1.803126,-0.64141566,-0.00860874,0.007282582,1.9944872,2.3710794,-1.0765412,-0.7713702,-0.2452031,0.4468673,0.02705763
-0.42749494,2.1724486,-2.7916594,-0.27264306,-1.7797643,-2.6911225,-0.3978737,-0.0323247,-0.004209401,0.7361039,-3.495901,0.23100469,1.4523323,0.11654899,0.29040423,0.35044757
-0.030050725,-4.4346642,-1.7161088,0.09633147,0.92313427,1.0370466,0.016235474,0.25128374,0.0033723295,0.5979703,-3.9460936,0.42811915,-1.082624,-0.17763107,0.42332482,-0.002559571
-0.20166476,-5.1275034,1.3435131,-0.3751394,-1.1460339,0.11452031,-0.954786,-0.12016151,0.005915154,-4.101574,1.0301266,-0.8829884,1.4944218,0.023217654,0.5892765,-0.6445925
0.22473344,-3.3514264,-2.1220934,-0.096877754,-2.3096058,-2.5622504,-0.1485535,0.24960068,0.006000895,1.1907008,1.4740618,0.62481564,-0.58397657,-0.068308055,0.36093113,0.0039723935
-0.49447927,-3.2340767,-1.7583345,-0.32044592,-1.6873097,0.37530205,-0.72377825,0.19224562,0.006643504,0.55118966,-2.6978457,-0.7162795,-0.73232114,0.020415112,0.42432058,-0.058124065
-0.17546386,3.6127365,1.4665267,-0.63499576,-1.865047,0.3211865,-0.28958243,-0.15628333,0.012105293,-2.4729543,0.48563913,0.25797072,-0.87385416,-0.27351674,0.5289617,0.005656822
0.00841558,-3.2785861,1.5907663,-0.3829738,-1.9168545,-1.6339478,2.2724843,-0.033135634,0.0056407554,-2.1144297,1.1737336,-0.8051804,-0.59755474,-0.032498084,-0.7741873,-0.098764464
-0.38298774,-3.3352072,0.848526,0.23103014,1.6904907,0.9530302,1.261202,0.11746103,0.0058819484,1.3293344,1.9512109,0.33402446,-0.7517964,0.043768227,-1.0071988,-0.036580294
-0.20531411,-3.529056,0.6665875,-0.2878668,-1.9826592,0.16315049,-0.3795585,0.1565223,0.0012102529,0.5698536,-2.9491794,-0.70118046,-1.0112096,0.039375454,-1.3190019,-0.061969258
-1.2180159,-4.0750666,-1.8874104,0.025729267,1.5988138,0.50324374,1.6401595,-0.13849339,0.0076214103,-3.8017328,0.8468482,0.50143075,1.9816335,0.120034434,0.37245724,0.16754879
-0.23655859,-3.7073095,-1.4188426,-0.66306096,-2.2679267,1.178344,-0.7041707,-0.14811501,0.008170992,-2.578878,0.77997255,0.29708076,-0.6160033,-0.027891159,0.37400097,0.00952791
0.18527377,-3.550441,1.3720058,0.72500783,-1.2533978,0.13448703,-0.9387743,-0.021171508,0.004705618,-3.900368,0.8148602,0.30923802,-0.7882429,0.03980678,-1.1281265,0.16097632
-0.64754874,-2.3365147,1.1402255,0.31051084,1.2805998,1.1486472,-0.08993465,0.12723109,0.005648631,1.9694548,2.1618328,0.25377345,1.6727147,0.055186193,0.73986197,-0.13724957
-0.08788986,-3.439927,0.84674877,-0.41045544,-1.6066772,0.5608963,-0.1854215,-0.16996773,0.0010391404,0.54253197,-3.7298017,0.5542117,-0.8097307,0.03960579,-0.81634986,-0.13403077
-0.4476739,3.1283648,-1.6838111,-0.25734508,-2.2313836,1.0024331,-0.592113,0.041059487,0.011639913,1.3409799,2.3398185,0.20684034,1.6870087,0.15196866,-1.1641346,-0.22221251
-0.024085693,-3.8810782,-2.3806257,0.12082342,-2.0430222,-2.61189,-0.98329574,-0.39567298,0.0039050244,1.0089619,1.3685683,-1.0209656,-0.49563447,-0.19015542,-1.1091652,0.023926008
-0.050044116,-3.0872471,-1.6146426,0.23341738,1.2122455,0.67298067,-0.9580078,0.16867582,0.0018194008,0.56564635,-3.8333519,-1.3494192,-0.85552,-0.050741762,-1.1607713,0.02517249
-0.6417554,-2.8148177,1.4212874,-0.27565843,-0.71807206,-1.1424024,-0.67467177,-0.008271865,0.0065665077,-3.6709824,0.7239559,0.40846506,-0.47092327,0.07326852,0.42812788,-0.2706248
0.14445703,2.0708995,-1.776597,-0.29217997,-1.6420858,-2.2439537,0.9575024,0.05979371,0.00076060137,0.60782367,-3.5309176,-0.44062984,1.2975397,0.12071724,-1.2652445,-0.39189643
-1.205975,-2.7379167,1.1246873,-0.07715963,0.6927429,-2.5306818,-0.52605546,-0.23280144,0.0067733815,1.5515229,1.8486978,0.47784534,-0.5708549,-0.049504597,0.25142038,-0.06415169
0.635922,2.9814806,-1.4186423,0.23580447,2.0146341,1.3041663,1.7902032,0.19873378,0.017288096,-2.5129673,0.9291188,0.3005576,-0.86065835,-0.084313095,0.36635178,-0.1919298
0.14005847,3.099764,1.2528508,-0.86962306,-1.8579271,0.6155676,0.8219154,-0.007884628,0.011969766,1.2548441,1.644433,0.35556468,-1.0797969,-0.1805326,0.45365813,-0.22181314
-0.1790136,-3.8427606,1.0306886,-0.7493174,1.795757,1.0344818,0.061905902,-0.3563575,0.003244536,0.6730196,-4.3884273,0.42428684,0.95510507,-0.012382328,0.35601348,-0.19707729
-0.5551635,-3.7364438,-1.6257354,-0.77078545,1.7998353,0.73668253,-0.5384397,0.1866924,0.0018994833,0.6374723,-3.7084098,0.542514,2.1590996,0.012218496,-1.0908947,0.31253716
-0.0897274,-2.7996042,-0.9787744,0.2774361,-1.7583137,-3.2479417,-0.7746831,0.13927978,0.00019867695,0.59636575,-2.9918978,0.36380327,1.0099276,-0.014660252,-0.8409777,-0.19663303
0.29038095,-3.279647,-2.1210096,0.13175932,-2.6108067,-2.5532672,0.13464084,0.32012928,0.004469134,1.1699023,1.455804,0.5591344,-0.5588462,-0.08210276,-0.90267843,0.026250776
0.4612583,-3.2512517,-1.9894716,0.043365754,1.0015905,-0.74614453,-0.7733111,0.0897259,0.005505327,-3.6528134,0.6849446,0.40366244,-1.0127406,0.025939321,-0.51542974,-0.02438464
-0.032290284,-4.1113343,-1.9586524,0.07251893,1.097174,0.68565863,-0.6655624,-0.26179528,0.009120251,-4.868084,0.8843382,0.33760855,1.5572468,0.034352463,0.48428324,-0.3136032
-0.21053609,3.339112,1.8694935,-0.5074508,2.9585457,0.993068,-0.8027661,-0.1693718,0.0032153493,0.61261964,-2.3797884,-0.5115507,-0.878547,-0.14482954,-1.3757318,-0.02151759
-1.0851206,-3.4854393,-2.4258401,-0.41471773,0.62760276,-2.1713192,-0.8237062,-0.07583839,0.0066899434,-3.9002852,0.6109412,0.35154763,-0.74380684,-0.018465426,0.15336506,-0.0064916057
-0.6525304,-3.6759403,-2.1884058,-0.008194716,1.2958833,-2.3808935,-0.09545404,-0.08807553,0.009257134,-3.4722993,0.574614,0.31434515,-0.434267,0.0327596,0.22964346,-0.016230509
-0.24570371,-3.02357,-1.8161758,0.0053701596,-1.7497174,-1.9721231,-0.5699044,0.1582412,0.0030354145,0.52007157,-3.2169197,0.20785142,1.7860802,-0.0026163019,0.4034514,0.5155947
0.08908335,-3.9440405,1.0555843,0.060864426,0.55243665,0.99242735,-0.71864885,0.03306342,0.0080507705,-4.8319497,0.3644634,0.3353139,-0.81915164,-0.100635126,0.46083453,0.016544808
-1.2308623,-3.49479,-2.3255754,-0.23793782,1.2897042,-0.40080124,-0.58439374,0.16343258,0.007180675,1.4824264,1.377226,0.313578,-1.8215406,-0.046495687,0.21828406,-0.18848667
0.4482604,4.374137,1.6708452,-1.1031561,2.2975,1.0969592,-0.35588995,-0.11964333,0.0028356058,0.5597373,-2.4321923,-0.19721454,2.015493,0.2452066,0.60950184,0.66375357
-0.005894427,-2.6891809,-2.7842774,-0.399142,-2.0166295,-1.5820544,-0.081522495,-0.2081764,0.006354126,1.2124652,1.4672807,0.42944795,-0.98050606,-0.020065155,0.5101889,0.033653222
0.4247305,-2.7015936,-0.8641335,-0.21353155,-1.7142379,0.73652554,-0.09626038,0.33804694,0.0012948038,0.56874985,-2.6378767,-0.97467047,-1.2141336,-0.1419048,-1.2843311,-0.14486608
-0.32277682,3.5761764,1.3822676,-0.5285983,1.8260971,-3.1721318,-0.50930387,0.10356635,0.009594206,-3.651057,0.90153366,-0.47001827,1.2882293,0.14994915,-0.69025904,-0.23157088
-0.39153206,-2.7448707,0.8088593,0.334657,-2.4945061,0.44159213,-0.7938272,-0.24503858,-0.0537949,0.57292414,-4.2057276,-0.78698653,1.5906695,0.12668437,-0.9679343,0.6476301
-0.7711036,-3.8506815,-2.4666564,0.050023198,1.5777205,-0.35124558,-0.26557687,0.17914388,0.005163132,1.3896543,1.5850337,0.5433865,-1.6918613,0.0008187915,-0.7175243,0.041656774
0.06636359,-2.365022,1.7828367,0.22034319,-1.3780069,0.034984816,-0.700109,0.20209697,0.007681246,1.5978918,2.0548005,0.48469666,-1.2832636,-0.09305908,0.5543544,-0.29313874
0.0038657356,2.9124963,2.064431,-0.2938376,-1.8080769,1.7625185,0.22028255,-0.069118544,-0.0052199103,0.6790903,-3.0211368,0.4161699,-0.5266569,-0.14934824,-1.6621796,-0.045106057
-0.019954182,3.017975,1.8302861,-0.05676221,-1.7946253,-2.3657184,-0.7164364,-0.042408917,0.010608545,-3.6007628,1.0909357,-0.8216484,-0.7816242,-0.19409876,-1.2412326,0.0026647672
0.23962672,2.8519857,1.6329801,-0.48076746,-1.756885,-3.0480697,-0.6378528,-0.012413914,0.009374829,-3.5329516,1.5363034,0.22433612,1.3791405,0.19941273,0.3275568,-0.020951109
-0.15199032,-3.4726262,1.6550689,0.27960646,1.7979794,1.2603049,-0.28476122,0.1406847,0.005811211,1.7128458,1.9534439,0.5818932,1.2587233,-0.007977761,0.64879143,0.08554401
-0.16116399,-3.7604992,1.1694103,-0.14570707,-1.0930394,-0.64898473,-0.4670406,-0.0017156382,0.00644816,-3.6646185,1.116171,-0.44404987,1.667767,-0.028887445,0.3222152,0.012446543
-0.011175581,-4.8906007,0.4160058,-0.010164842,-2.0855913,0.66808,-0.22431177,-0.5148999,0.002559209,0.6110149,-4.108611,0.60519046,-0.56456256,0.032447625,0.4349771,0.091084115
-0.34620556,-4.073529,0.8960584,-0.21410902,-2.7581434,0.85481626,-0.7805047,0.25143263,0.002963195,0.61434203,-3.82327,0.46434766,1.3552198,-0.0028163404,0.4803369,-0.05453517
-0.36855415,1.9422133,-1.2497078,0.060512576,-2.3064618,-2.3257034,0.023952398,-0.23213351,-0.0057072877,0.6374847,-4.391625,0.40457562,-1.5213616,-0.10147186,-0.8144838,0.017476594
-0.2937702,-4.2097526,-1.5917754,0.3669628,1.1439606,-2.1437669,-0.67241406,0.11268922,0.001957809,0.5644101,-2.5759058,-0.95071507,1.4055886,0.0015981214,-0.49534968,0.36892638
-0.58578664,2.4093797,0.62097836,-0.43059185,-2.4443245,-2.443226,-0.80463845,0.051547237,-0.0016206123,0.64043695,-3.993286,-1.0514092,-1.2115213,0.061415333,0.48549262,0.115186855
0.23960532,-4.629202,1.1407937,-0.47921553,-1.650414,-1.0889384,1.2581037,-0.19754033,0.0045100637,0.45967448,-3.906655,-0.46502206,1.1494527,0.054260936,0.43957058,-0.11231264
0.23137806,-1.9403397,-1.9595644,-0.58579123,-1.3153445,-0.5274527,-0.88402927,-0.16010258,0.0015741747,0.4782408,-2.5816371,-0.4326097,-0.44983187,0.032042325,-0.5886918,-0.037322346
-0.22928871,2.0238242,-3.0381877,-0.31817597,1.5738398,0.7706344,-0.6722325,0.04441792,0.006922624,0.6977496,-3.1236696,0.1905109,-1.022385,-0.08953583,0.4915951,0.015436578
-0.913344,-5.0208735,1.2955126,-0.53626066,0.73453116,-0.07147405,-0.25813976,-0.08640962,0.0072810706,-4.1390643,0.8843715,-0.5540354,1.6652318,0.054553945,0.49942484,-0.053756773
-0.18528734,-3.8784397,1.156823,-0.88526994,-2.2306454,1.2310003,-0.48105073,-0.1774591,0.0012823765,0.57635534,-3.6775267,0.6453129,-0.41854277,0.04234337,-0.9007497,-0.058626562
-0.31703913,-3.609604,-1.890049,-0.53145707,0.310929,-0.055721633,-0.8443031,0.025055442,0.008231689,-3.6422832,0.7050672,-0.5169703,-1.2698053,0.11172287,0.23749536,-0.08979838
-0.22616562,3.5301325,2.3285787,0.16485621,2.7301238,1.2217308,-0.25281057,-0.15795636,0.0031520394,0.5610458,-2.7187276,0.29270548,-0.7721946,0.11291655,-1.3484187,-0.023179282
-0.23209225,-3.066325,-1.4931418,0.04251845,-1.1061767,-2.1114068,-0.14485992,-0.26778078,0.004741356,0.51232165,-2.7394722,0.28329772,-0.24672249,-0.025886158,0.36161914,-0.01878487
-0.5785229,2.322834,-1.4128581,0.094363585,1.389085,-2.6265538,-0.66862124,-0.027216757,0.001166662,0.6486131,-3.670144,0.46115378,-0.80404216,-0.11036102,-0.8584462,-0.040967114
-0.24621312,-1.7247323,-1.8177,-0.013191629,1.2090505,1.1331475,-0.6826874,0.1767403,0.0019417467,0.60705346,-3.73338,0.57962203,-0.6972215,-0.016558114,-1.1047361,0.019173604
0.36245632,-4.0535727,-1.505142,-0.13035743,1.3391347,0.31771106,-0.49897984,0.07390484,0.0072103757,-3.623281,0.716062,-0.39460137,-1.0206248,0.048272103,-0.8247018,-0.077160984
-0.0124210445,3.0139492,-2.7926254,0.2217256,2.4940422,-1.6663759,-0.92723054,-0.01711027,0.0060763108,1.4146972,2.4473429,0.5266091,-0.42281199,-0.06986407,-0.6355366,0.026031516
0.1623559,-3.160587,1.4476275,-0.05039966,1.3774405,-1.9189415,-0.2777412,-0.0047017937,0.0052128397,1.8617042,2.1021845,0.48802644,1.7586206,-0.014712837,0.5458683,-0.27134866
-0.26489508,-4.2678814,1.1016666,0.4363179,1.1523396,0.66955227,-0.5626755,0.006708297,0.006360583,-4.3336654,0.45577034,0.39515346,-0.91025615,-0.17165172,-0.9966551,-0.22655159
-0.949361,2.0104737,-2.2230008,-0.017716952,-1.1676301,-2.737419,0.06013819,0.09975425,-0.0028671823,0.65457004,-3.7601564,0.25153342,-0.7738046,0.14702395,0.326925,0.008640811
-0.40671667,2.7135332,-2.9166367,-0.17749992,1.5705324,0.3441958,-0.4589283,-0.1292339,0.005345268,0.6171727,-3.118933,0.20164832,-1.4852722,0.0028161753,0.21390145,-0.196148
-1.4265724,-3.6563294,1.4072506,0.028177321,2.3258865,1.2131393,-0.6496136,-0.47141922,0.0032683248,0.5940415,-3.8171372,0.3024017,-0.93806803,-0.12989792,0.28090551,-0.04942267
0.11843041,-3.5919878,1.0220643,-0.59676796,1.207074,-1.7122978,-0.9170629,-0.014516083,0.005282387,-3.935269,0.8492054,-1.2280986,-0.88619995,-0.023759019,-0.9672734,-0.019818494
-0.8247444,3.6266391,1.3283465,0.16880205,-2.2490215,-0.041405357,0.016716706,-0.1593442,-0.0035857484,0.61131066,-2.9469013,0.3358173,1.0886948,0.10807258,0.50807434,-0.2741569
0.30273128,2.8682876,-2.298551,-0.5197923,1.5895063,-2.429847,-0.69591683,0.0049873157,0.0032503544,0.72379446,-3.561016,0.28776583,-1.2133499,-0.03829311,0.29604626,-0.12577336
-0.16908993,-4.2283206,0.8084934,-0.9687698,-2.3221436,0.22971842,-0.092142105,0.2589829,0.0020049794,0.5853377,-3.5381017,0.31963098,1.3056898,-0.04433649,0.4257445,0.13957909
-0.6465549,-3.2374372,0.3314914,0.13239041,-2.0893524,-2.4049253,1.8148811,0.045253858,0.004161804,-2.9653049,0.872757,-0.4345082,1.3170778,0.038711227,-0.67854524,-0.41811115
-0.4309745,-4.1386533,1.7458993,-0.08433521,-2.3997927,0.5742342,-0.26208657,-0.24280795,0.0057103145,1.6346571,2.1696775,-0.9380643,2.1319258,0.021113163,0.7524603,-0.024538748
-0.3875315,-3.605846,-1.7765968,-0.74652827,0.93683463,-0.2610392,-0.16382138,-0.32976282,0.0067494335,1.5934694,1.8475417,-0.8039842,-1.7665988,-0.09330876,0.5504969,-0.12919874
0.20461701,3.3407836,2.2000604,-0.10303397,-1.37432,-2.2391136,1.1764821,-0.19782616,0.007990417,1.6513696,2.3584971,-0.6581226,-0.74329424,0.088330135,0.2893905,-0.013472972
-0.2106241,3.1518204,-1.7985488,-0.28941554,-1.8629456,1.0379777,-0.09273239,-0.15035264,0.011056099,1.8652049,2.1268733,0.28797776,1.7033217,0.24144565,-1.4040936,-0.34285915
-0.9595902,2.786302,-2.0926294,0.3429918,2.1217763,0.77272415,1.1959314,-0.32517493,0.012190955,-2.6699347,1.1033425,0.26771224,1.4117385,0.1747446,-0.62049234,-0.047582828
0.39466944,-4.21225,-2.0113242,-0.55020595,-2.709853,0.8151061,-1.1178443,0.21170008,0.007425454,1.3350146,1.540309,-0.76383346,-1.4241009,0.13970518,0.47445327,-0.16260648
-0.01693638,2.5275323,-2.2532382,-0.24112222,-2.8277812,0.6645722,-1.087418,-0.32805166,-0.08537799,0.6393147,-2.9795294,-1.0799453,-1.4457868,-0.17060567,0.47732073,-0.056376018
-0.6760429,-3.020917,-2.314353,-0.11120275,0.55082387,-2.3473444,-0.6599006,-0.025369294,0.006824288,-3.8679295,0.77314585,0.4216921,-0.665294,-0.077687874,0.14053513,-0.038435895
-0.3810074,-3.4722126,1.5064273,0.29542527,1.9348893,-1.5238729,-0.35940152,-0.11282345,0.004153579,0.65870255,-3.5531077,0.4056689,2.3765647,-0.027410284,0.30866975,0.62826777
0.20100582,-4.6347933,1.5803244,0.08486485,1.3875507,1.0469595,-0.76875836,0.13869667,0.007708234,-4.5319896,0.6513257,-0.7345611,-0.7071018,-0.05877387,0.559703,0.039647758
0.0054442734,-3.6293285,1.0849583,-0.2493427,-2.4110978,-2.4018345,-0.7029755,0.16744585,0.00087377336,0.61614233,-3.9062858,-0.6816843,1.8257078,0.1298639,0.37896135,-0.2460647
0.19158047,3.1689606,1.476033,-0.7189187,1.5874873,-3.3951771,1.6198531,-0.14650288,0.016715508,-3.153933,0.9222482,-0.6226707,-0.6810321,0.111096136,0.30943492,-0.0736516
-0.99143845,2.532038,-1.6258152,0.10459546,-1.7113779,1.1417452,-0.16955042,0.3067412,0.01461686,1.9709255,1.8277547,-0.8313843,-1.1675036,0.14567403,0.28104576,0.08955824
-0.21629553,-3.1270053,1.3800216,-0.42092165,-1.1655931,-2.0590162,0.25749576,-0.03661949,-0.2006092,-2.8464122,0.9814748,-0.9586874,-0.38161615,-0.020611301,-1.0153075,0.070901215
-0.0006533365,2.3315866,-1.6580436,-0.5142487,-1.9950943,-2.1659832,0.09334764,-0.08816309,0.0111169545,-3.283404,1.1589148,-0.7931092,-1.6804941,-0.10376427,0.43792838,0.027573612
0.034748413,-3.1355622,1.060581,-0.03776162,-1.7570567,-2.319032,-0.36775863,-0.14649077,-0.07636704,0.57402813,-3.2470918,0.6071785,-0.6215459,0.030461244,-1.4131397,0.0441942
-0.4834197,-4.7607684,1.7797279,-0.00075292983,2.0859358,1.3467554,-0.67696613,-0.06807025,0.006947692,-4.6859083,0.6603414,0.39536512,1.3305329,-0.003380314,0.6132329,0.14273445
-0.31713212,-4.0101357,-1.8448849,-0.30948305,1.2476574,-1.0399586,-0.5649533,-0.22128329,0.0021693823,0.5994475,-3.5840292,0.47224516,1.4138421,-0.0030168411,-1.0474714,-0.25103372
-0.12608553,-4.3860893,-2.1460786,-0.61710066,1.29334,0.63613236,1.5515381,-0.09669753,0.0064215595,-3.5398,0.8901795,0.29381412,1.4384272,0.06737347,0.37605736,-0.13812399
-0.30665973,1.4725686,1.4299924,0.22106381,-1.9976484,-2.228805,-0.7305836,0.04986285,0.0036812243,-3.9439452,1.0927023,-0.8836206,-0.842569,-0.13400854,-0.9516959,-0.028914718
-0.7327791,-2.7022688,-1.9207855,-0.36052504,-1.1615199,-1.3227053,-0.41714787,0.31921434,0.0010986384,0.59877336,-2.9463456,-0.82050276,-1.0107721,-0.13595499,-1.0200324,-0.025294725
-0.13913998,3.148215,-1.6294503,-0.40750572,-1.7891212,0.918505,0.041951235,0.03649488,0.011375162,-3.4458766,0.55039823,0.30523026,2.4922402,0.09961281,-1.1280743,0.73946047
0.17578205,-5.0779138,-1.9223694,-0.2873085,1.0674126,0.7682102,-0.992581,-0.32580483,0.007839128,-3.6647959,0.7624188,-0.7217971,1.0103545,0.13549328,0.30233863,-0.20817196
0.37170953,-4.17857,1.5606439,-0.048530497,1.3079512,-1.9577304,-0.48241737,-0.12593405,0.0050120256,1.7873138,2.28883,-1.1274098,1.8527613,0.077908434,0.6994362,-0.22719203
0.099203885,-3.7275057,-2.2046964,-0.22671542,-1.8159398,-2.1795185,0.70438075,-0.3241223,0.0036973027,1.0110414,1.4506806,0.33085904,-0.6988073,-0.028386125,-0.87964284,-0.006245871
-0.23465548,2.0947092,-2.6052876,-0.073090285,-2.3981333,1.1641705,-1.1645545,0.0997557,-0.0047479933,0.6760281,-3.8889902,-0.7919108,-1.3040599,0.09082866,-1.3477958,-0.075752124
-0.4361523,-3.529015,0.9394329,-0.69377726,-1.8977611,0.92907953,-0.5281452,-0.2805059,-0.05882229,0.6134791,-4.287704,-1.0391225,-0.7276397,-0.041836634,-0.78958195,-0.06952842
0.47095978,-3.606255,-1.8776909,0.29513985,-1.771647,0.6444974,-0.22389965,0.27929717,0.010031641,-3.8346574,0.70820296,0.61953545,-0.7819648,-0.014676439,0.37201434,0.004793243
0.5360303,-2.3564162,-2.045815,0.03125851,1.8448383,-2.539122,-0.13479787,0.17614374,0.008389144,1.3474504,1.587007,-0.4871874,-0.7004949,-0.08463337,0.4286352,-0.026818529
0.30004036,3.0174828,-2.0107496,-0.21021268,-2.2849324,0.6977773,0.6400796,-0.05584818,0.010075149,-3.50141,0.94191605,-0.49217927,1.585506,0.17326494,-1.1012514,-0.10549536
0.017016515,-5.069011,-1.2129278,-0.2752426,-1.6525856,0.53027415,0.023786476,-0.5219703,-0.07745723,0.53368175,-2.8758347,-0.7392467,1.4323493,0.007500282,-1.1992835,-0.23977704
0.22155066,-3.0681038,-1.911921,-0.08084561,0.6514097,-2.0025778,-0.9921524,-0.14189744,0.005139864,-2.9285848,0.8515783,-0.80106217,1.7770888,0.07487344,-0.62000364,0.33333278
0.0023491466,-3.137937,1.6897634,-0.108938545,-1.6777961,-1.6301712,-0.39266852,0.021987947,0.007043299,1.5862815,1.8611995,0.5039441,-0.62862337,0.07545338,0.5074842,0.101532675
-0.312643,-4.4817147,1.3142185,-0.14406778,-1.8948611,-1.0135678,-0.964112,0.06794975,0.0055305203,0.60002404,-3.2274609,-1.1394675,-1.094581,-0.11577324,0.45485535,-0.19240797
-0.6063335,-2.7066693,1.123976,-0.08925163,-1.830793,0.59651786,1.0529053,-0.34741458,0.003576248,0.64967024,-4.92398,-0.62096894,1.2783148,0.08241025,0.6502579,0.075731754
-0.45161515,-2.9412196,-1.6155689,0.30780834,0.93144065,0.98668855,-0.010747265,0.23662356,0.0026845897,0.59772754,-3.0229669,0.512538,-1.1228143,-0.08350923,-1.4172101,-0.2652146
-1.1046453,-3.7545025,-3.175423,-0.23117135,-1.7842374,1.169536,-0.45759764,-0.3105888,0.0070765046,1.2683859,1.582683,0.5309487,-1.2326502,-0.06005595,0.45483327,-0.19912255
0.17610171,-5.2632737,0.8761082,-0.9904607,-1.959591,0.958352,-0.21217759,-0.33123136,0.0014320853,0.54393846,-4.2369094,-0.6454558,1.0227561,-0.012139317,0.37333736,0.019820463
-0.035071284,2.2976086,-1.4983345,-0.16494113,-1.7276344,-3.2945673,-0.5118984,-0.11345109,-0.0039781528,0.659785,-3.9552448,0.34854192,1.5734663,0.096583955,0.51912314,-0.11201603
-0.39506963,3.4590793,1.8876785,-0.53844035,-2.5744977,-2.7493,-0.75990933,-0.074729435,-0.0040209433,0.7248815,-3.9081392,-0.53671956,1.4564261,0.2830609,0.6922165,-0.3721969
0.14006653,3.2372181,1.7615479,-0.026660148,-1.8377231,0.6672743,-0.36803916,-0.06729282,0.011342065,1.5039121,1.7894464,0.4178468,-1.171971,0.10151222,0.66149014,-0.15384713
-1.1739203,-3.1434376,-1.4692233,0.2806932,1.5745586,0.31930432,0.88051087,0.30259603,0.0040701358,0.5645201,-3.257997,0.6243208,2.7485616,0.10617924,0.21070614,-0.14166595
-0.17883044,-4.049672,1.6378891,-0.12502845,2.01573,-3.1050847,-0.6311253,-0.13365237,0.0063572256,1.6541203,1.724363,-1.3318198,-1.5039197,-0.1079197,0.38864246,0.015015118
-0.18742327,-4.6362176,1.2010058,-0.82075423,2.2028944,0.5244182,0.7957783,-0.26221853,0.0021450727,0.5617286,-4.50383,0.5010597,0.92076886,0.006253078,-0.97811514,-0.19406392
-0.5414044,-3.4372215,1.550139,-0.4431728,-0.99810636,-2.3154662,1.2603774,0.025216859,0.008253646,-3.3086758,0.96942335,0.3266906,-0.6856103,0.009324755,0.36576906,-0.026081562
